Number,Category,Subcategory,Author_Last,Author_First,Title,Year,Publisher_Journal,Type,Commodity_Tag,Era,Geography,Borough,Sub_Industry,Adjacency,Language,Industry_Stakeholder,Cuisine,Beverage_Type,Priority,Status,Acquisition_Notes,Anna_Archive_Link,Archive_Org_Link,Direct_URL,Search_Query,NYC_Canonical,Added_In_Version
1358,NYC Food Startup,alt_protein,Just Salad,,Just Salad NYC Plant-Forward Chain,2023,Corporate,REPORT,none,2020_present,US,Citywide,chain,none,en,foodservice,none,none,LOW,NEEDED,,https://annas-archive.org/search?q=Just+Salad+Just+Salad+NYC+Plant-Forward+Chain,https://archive.org/search?query=Just+Salad+Just+Salad+NYC+Plant-Forward+Chain,,Just Salad Just Salad NYC Plant-Forward Chain,False,v3v4
1359,NYC Food Startup,tech_hist,Columbia,,NYC Food-Tech Sector: A Decade Review,2022,Columbia Business,REPORT,none,2020_present,US,Citywide,none,pos_tech,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Columbia+NYC+Food-Tech+Sector%3A+A+Decade+Review,https://archive.org/search?query=Columbia+NYC+Food-Tech+Sector%3A+A+Decade+Review,,Columbia NYC Food-Tech Sector: A Decade Review,False,v3v4
1360,NYC Culinary Ed,cia,Culinary Institute of America,,CIA Hyde Park NY: Institutional History,2024,CIA,REPORT,none,spanning,US,Upstate,culinary_school,none,en,academic,none,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Culinary+Institute+of+America+CIA+Hyde+Park+NY%3A+Institutional+History,https://archive.org/search?query=Culinary+Institute+of+America+CIA+Hyde+Park+NY%3A+Institutional+History,,Culinary Institute of America CIA Hyde Park NY: Institutional History,False,v3v4
1361,NYC Culinary Ed,ice,Institute of Culinary Education,,ICE NYC Program & Alumni Data,2024,ICE,REPORT,none,spanning,US,Manhattan,culinary_school,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Institute+of+Culinary+Education+ICE+NYC+Program+%26+Alumni+Data,https://archive.org/search?query=Institute+of+Culinary+Education+ICE+NYC+Program+%26+Alumni+Data,,Institute of Culinary Education ICE NYC Program & Alumni Data,False,v3v4
1362,NYC Culinary Ed,fci,French Culinary Institute,,FCI (now ICE) Legacy,2014,ICE,REPORT,none,1980_2010,US,Manhattan,culinary_school,none,en,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=French+Culinary+Institute+FCI+%28now+ICE%29+Legacy,https://archive.org/search?query=French+Culinary+Institute+FCI+%28now+ICE%29+Legacy,,French Culinary Institute FCI (now ICE) Legacy,False,v3v4
1363,NYC Culinary Ed,nyu,NYU Steinhardt,,NYU Food Studies Program,2024,NYU,REPORT,none,2020_present,US,Manhattan,culinary_school,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=NYU+Steinhardt+NYU+Food+Studies+Program,https://archive.org/search?query=NYU+Steinhardt+NYU+Food+Studies+Program,,NYU Steinhardt NYU Food Studies Program,False,v3v4
1364,NYC Culinary Ed,cuny,CUNY,,CUNY Food Studies Programs,2024,CUNY,REPORT,none,2020_present,US,Citywide,culinary_school,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=CUNY+CUNY+Food+Studies+Programs,https://archive.org/search?query=CUNY+CUNY+Food+Studies+Programs,,CUNY CUNY Food Studies Programs,False,v3v4
1365,NYC Culinary Ed,beard_ed,James Beard Foundation,,JBF Culinary Scholarship Program,2024,JBF,REPORT,none,2020_present,US,Manhattan,culinary_school,none,en,NGO,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=James+Beard+Foundation+JBF+Culinary+Scholarship+Program,https://archive.org/search?query=James+Beard+Foundation+JBF+Culinary+Scholarship+Program,,James Beard Foundation JBF Culinary Scholarship Program,False,v3v4
1366,NYC Culinary Ed,tech_school,NYC DOE,,NYC Career and Technical Education Culinary,2023,NYC DOE,REPORT,none,2020_present,US,Citywide,culinary_school,none,en,regulator,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=NYC+DOE+NYC+Career+and+Technical+Education+Culinary,https://archive.org/search?query=NYC+DOE+NYC+Career+and+Technical+Education+Culinary,,NYC DOE NYC Career and Technical Education Culinary,False,v3v4
1367,NYC Culinary Ed,apprentice,ACF,,American Culinary Federation NYC Apprenticeship,2024,ACF,REPORT,none,2020_present,US,Citywide,culinary_school,none,en,NGO,none,none,LOW,NEEDED,,https://annas-archive.org/search?q=ACF+American+Culinary+Federation+NYC+Apprenticeship,https://archive.org/search?query=ACF+American+Culinary+Federation+NYC+Apprenticeship,,ACF American Culinary Federation NYC Apprenticeship,False,v3v4
1368,NYC Culinary Ed,pastry,FCI,,French Pastry Arts Programs NYC,2021,ICE,REPORT,none,2020_present,US,Manhattan,culinary_school,none,en,academic,french,none,LOW,NEEDED,,https://annas-archive.org/search?q=FCI+French+Pastry+Arts+Programs+NYC,https://archive.org/search?query=FCI+French+Pastry+Arts+Programs+NYC,,FCI French Pastry Arts Programs NYC,False,v3v4
1369,NYC Culinary Ed,diversity,NYC Hospitality,,Diversity in NYC Culinary Education 2020-2024,2024,NYC Hospitality Alliance,REPORT,none,2020_present,US,Citywide,culinary_school,none,en,NGO,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=NYC+Hospitality+Diversity+in+NYC+Culinary+Education+2020-2024,https://archive.org/search?query=NYC+Hospitality+Diversity+in+NYC+Culinary+Education+2020-2024,,NYC Hospitality Diversity in NYC Culinary Education 2020-2024,False,v3v4
1370,Pre-Columbian,maya,Coe,Michael D.,The Maya,2015,Thames & Hudson,BOOK,none,pre1900,LatAm,none,none,none,en,academic,none,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Coe+The+Maya,https://archive.org/search?query=Coe+The+Maya,,Coe The Maya,False,v3v4
1371,Pre-Columbian,aztec,Ortiz de Montellano,Bernard,Aztec Medicine Health and Nutrition,1990,Rutgers UP,BOOK,none,pre1900,LatAm,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Ortiz+de+Montellano+Aztec+Medicine+Health+and+Nutrition,https://archive.org/search?query=Ortiz+de+Montellano+Aztec+Medicine+Health+and+Nutrition,,Ortiz de Montellano Aztec Medicine Health and Nutrition,False,v3v4
1372,Pre-Columbian,aztec,Pilcher,Jeffrey,Planet Taco: A Global History of Mexican Food,2012,Oxford UP,BOOK,none,spanning,LatAm,none,none,none,en,academic,mexican,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Pilcher+Planet+Taco%3A+A+Global+History+of+Mexican+Food,https://archive.org/search?query=Pilcher+Planet+Taco%3A+A+Global+History+of+Mexican+Food,,Pilcher Planet Taco: A Global History of Mexican Food,False,v3v4
1373,Pre-Columbian,andes,Murra,John,The Economic Organization of the Inca State,1956,U Chicago,BOOK,none,pre1900,LatAm,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Murra+The+Economic+Organization+of+the+Inca+State,https://archive.org/search?query=Murra+The+Economic+Organization+of+the+Inca+State,,Murra The Economic Organization of the Inca State,False,v3v4
1374,Pre-Columbian,pueblo,Kennett,Douglas,Chaco Canyon Food Provisioning,2009,Journal of Archaeological Research,ARTICLE,none,pre1900,US,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Kennett+Chaco+Canyon+Food+Provisioning,https://archive.org/search?query=Kennett+Chaco+Canyon+Food+Provisioning,,Kennett Chaco Canyon Food Provisioning,False,v3v4
1375,Pre-Columbian,haudenosaunee,Mt Pleasant,Jane,Three Sisters Agriculture Haudenosaunee,2016,Agricultural History,ARTICLE,none,spanning,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mt+Pleasant+Three+Sisters+Agriculture+Haudenosaunee,https://archive.org/search?query=Mt+Pleasant+Three+Sisters+Agriculture+Haudenosaunee,,Mt Pleasant Three Sisters Agriculture Haudenosaunee,False,v3v4
1376,Pre-Columbian,native_food,Kimmerer,Robin Wall,Braiding Sweetgrass,2013,Milkweed,BOOK,none,spanning,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Kimmerer+Braiding+Sweetgrass,https://archive.org/search?query=Kimmerer+Braiding+Sweetgrass,,Kimmerer Braiding Sweetgrass,False,v3v4
1377,Pre-Columbian,native_sov,White,Monica,Freedom Farmers: Agricultural Resistance and the Black Freedom Movement,2018,UNC Press,BOOK,none,spanning,US,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=White+Freedom+Farmers%3A+Agricultural+Resistance+and+the+Black+Freedom+Movement,https://archive.org/search?query=White+Freedom+Farmers%3A+Agricultural+Resistance+and+the+Black+Freedom+Movement,,White Freedom Farmers: Agricultural Resistance and the Black Freedom Movement,False,v3v4
1378,Pre-Columbian,maize,Warman,Arturo,Corn and Capitalism: How a Botanical Bastard Grew to Global Dominance,2003,UNC Press,BOOK,cereals,spanning,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Warman+Corn+and+Capitalism%3A+How+a+Botanical+Bastard+Grew+to+Global+Dominance,https://archive.org/search?query=Warman+Corn+and+Capitalism%3A+How+a+Botanical+Bastard+Grew+to+Global+Dominance,,Warman Corn and Capitalism: How a Botanical Bastard Grew to Global Dominance,False,v3v4
1379,Pre-Columbian,potato,Reader,John,Potato: A History of the Propitious Esculent,2008,Yale UP,BOOK,none,spanning,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Reader+Potato%3A+A+History+of+the+Propitious+Esculent,https://archive.org/search?query=Reader+Potato%3A+A+History+of+the+Propitious+Esculent,,Reader Potato: A History of the Propitious Esculent,False,v3v4
1380,Pre-Columbian,chocolate,Coe,Sophie,The True History of Chocolate,1996,Thames & Hudson,BOOK,none,spanning,Global,none,none,none,en,academic,none,cocoa_chocolate,HIGH,NEEDED,,https://annas-archive.org/search?q=Coe+The+True+History+of+Chocolate,https://archive.org/search?query=Coe+The+True+History+of+Chocolate,,Coe The True History of Chocolate,False,v3v4
1381,Pre-Columbian,beans,Nabhan,Gary Paul,Renewing America's Food Traditions,2008,Chelsea Green,BOOK,none,spanning,US,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Nabhan+Renewing+America%27s+Food+Traditions,https://archive.org/search?query=Nabhan+Renewing+America%27s+Food+Traditions,,Nabhan Renewing America's Food Traditions,False,v3v4
1382,Pre-Columbian,native_fish,Taylor,Joseph E.,Making Salmon: An Environmental History of the Northwest Fisheries Crisis,1999,U Washington Press,BOOK,none,spanning,US,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Taylor+Making+Salmon%3A+An+Environmental+History+of+the+Northwest+Fisheries+Crisis,https://archive.org/search?query=Taylor+Making+Salmon%3A+An+Environmental+History+of+the+Northwest+Fisheries+Crisis,,Taylor Making Salmon: An Environmental History of the Northwest Fisheries Crisis,False,v3v4
1383,Pre-Columbian,corn_recip,Fussell,Betty,The Story of Corn,1992,Knopf,BOOK,cereals,spanning,US,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Fussell+The+Story+of+Corn,https://archive.org/search?query=Fussell+The+Story+of+Corn,,Fussell The Story of Corn,False,v3v4
1384,Pre-Columbian,sov_movement,Clark,Danielle,Native American Food Sovereignty Reports,2024,Intertribal Ag Council,REPORT,none,2020_present,US,none,none,none,en,NGO,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Clark+Native+American+Food+Sovereignty+Reports,https://archive.org/search?query=Clark+Native+American+Food+Sovereignty+Reports,,Clark Native American Food Sovereignty Reports,False,v3v4
1385,Columbian Exchange,crosby,Crosby,Alfred W.,The Columbian Exchange: Biological and Cultural Consequences of 1492,1972,Greenwood,BOOK,none,pre1900,Global,none,none,none,en,academic,none,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Crosby+The+Columbian+Exchange%3A+Biological+and+Cultural+Consequences+of+1492,https://archive.org/search?query=Crosby+The+Columbian+Exchange%3A+Biological+and+Cultural+Consequences+of+1492,,Crosby The Columbian Exchange: Biological and Cultural Consequences of 1492,False,v3v4
1386,Columbian Exchange,crosby,Crosby,Alfred W.,Ecological Imperialism: The Biological Expansion of Europe 900-1900,1986,Cambridge UP,BOOK,none,pre1900,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Crosby+Ecological+Imperialism%3A+The+Biological+Expansion+of+Europe+900-1900,https://archive.org/search?query=Crosby+Ecological+Imperialism%3A+The+Biological+Expansion+of+Europe+900-1900,,Crosby Ecological Imperialism: The Biological Expansion of Europe 900-1900,False,v3v4
1387,Columbian Exchange,mann,Mann,Charles C.,1491: New Revelations of the Americas Before Columbus,2005,Knopf,BOOK,none,pre1900,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mann+1491%3A+New+Revelations+of+the+Americas+Before+Columbus,https://archive.org/search?query=Mann+1491%3A+New+Revelations+of+the+Americas+Before+Columbus,,Mann 1491: New Revelations of the Americas Before Columbus,False,v3v4
1388,Columbian Exchange,mann,Mann,Charles C.,1493: Uncovering the New World Columbus Created,2011,Knopf,BOOK,none,pre1900,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mann+1493%3A+Uncovering+the+New+World+Columbus+Created,https://archive.org/search?query=Mann+1493%3A+Uncovering+the+New+World+Columbus+Created,,Mann 1493: Uncovering the New World Columbus Created,False,v3v4
1389,Columbian Exchange,mcneill,McNeill,William H.,Plagues and Peoples,1976,Anchor,BOOK,none,pre1900,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=McNeill+Plagues+and+Peoples,https://archive.org/search?query=McNeill+Plagues+and+Peoples,,McNeill Plagues and Peoples,False,v3v4
1390,Columbian Exchange,potato_trans,Salaman,Redcliffe,The History and Social Influence of the Potato,1949,Cambridge UP,BOOK,none,pre1900,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Salaman+The+History+and+Social+Influence+of+the+Potato,https://archive.org/search?query=Salaman+The+History+and+Social+Influence+of+the+Potato,,Salaman The History and Social Influence of the Potato,False,v3v4
1391,Columbian Exchange,sugar_trans,Mintz,Sidney,Sweetness and Power,1985,Viking,BOOK,sugar,spanning,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Mintz+Sweetness+and+Power,https://archive.org/search?query=Mintz+Sweetness+and+Power,,Mintz Sweetness and Power,False,v3v4
1392,Columbian Exchange,maize_europe,Warman,Arturo,Corn Invasion of Europe,2003,UNC Press,CHAPTER,cereals,spanning,Europe,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Warman+Corn+Invasion+of+Europe,https://archive.org/search?query=Warman+Corn+Invasion+of+Europe,,Warman Corn Invasion of Europe,False,v3v4
1393,Columbian Exchange,tomato_italy,Gentilcore,David,Pomodoro! A History of the Tomato in Italy,2010,Columbia UP,BOOK,none,pre1900,Europe,none,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Gentilcore+Pomodoro%21+A+History+of+the+Tomato+in+Italy,https://archive.org/search?query=Gentilcore+Pomodoro%21+A+History+of+the+Tomato+in+Italy,,Gentilcore Pomodoro! A History of the Tomato in Italy,False,v3v4
1394,Columbian Exchange,chili,Andrews,Jean,Peppers: The Domesticated Capsicums,1995,U Texas Press,BOOK,none,spanning,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Andrews+Peppers%3A+The+Domesticated+Capsicums,https://archive.org/search?query=Andrews+Peppers%3A+The+Domesticated+Capsicums,,Andrews Peppers: The Domesticated Capsicums,False,v3v4
1395,Columbian Exchange,cacao,Off,Carol,Bitter Chocolate,2008,New Press,BOOK,none,spanning,Global,none,none,none,en,academic,none,cocoa_chocolate,HIGH,NEEDED,,https://annas-archive.org/search?q=Off+Bitter+Chocolate,https://archive.org/search?query=Off+Bitter+Chocolate,,Off Bitter Chocolate,False,v3v4
1396,Columbian Exchange,pineapple,Beauman,Fran,The Pineapple: King of Fruits,2006,Chatto,BOOK,none,spanning,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Beauman+The+Pineapple%3A+King+of+Fruits,https://archive.org/search?query=Beauman+The+Pineapple%3A+King+of+Fruits,,Beauman The Pineapple: King of Fruits,False,v3v4
1397,Columbian Exchange,banana,Koeppel,Dan,Banana: The Fate of the Fruit That Changed the World,2007,Hudson Street,BOOK,none,spanning,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Koeppel+Banana%3A+The+Fate+of+the+Fruit+That+Changed+the+World,https://archive.org/search?query=Koeppel+Banana%3A+The+Fate+of+the+Fruit+That+Changed+the+World,,Koeppel Banana: The Fate of the Fruit That Changed the World,False,v3v4
1398,Columbian Exchange,coffee_col,Topik,Steven,The Global Coffee Economy,2003,Cambridge UP,BOOK,none,pre1900,Global,none,none,none,en,academic,none,coffee,HIGH,NEEDED,,https://annas-archive.org/search?q=Topik+The+Global+Coffee+Economy,https://archive.org/search?query=Topik+The+Global+Coffee+Economy,,Topik The Global Coffee Economy,False,v3v4
1399,Columbian Exchange,colonial_food,Warman,Arturo,Food and Global Exchange,2000,Pan-American,CHAPTER,none,pre1900,Global,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Warman+Food+and+Global+Exchange,https://archive.org/search?query=Warman+Food+and+Global+Exchange,,Warman Food and Global Exchange,False,v3v4
1400,European Food,flandrin,Flandrin,Jean-Louis,Histoire de l'alimentation,1996,Fayard,BOOK,none,spanning,Europe,none,none,none,fr,academic,none,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Flandrin+Histoire+de+l%27alimentation,https://archive.org/search?query=Flandrin+Histoire+de+l%27alimentation,,Flandrin Histoire de l'alimentation,False,v3v4
1401,European Food,montanari,Montanari,Massimo,La fame e l'abbondanza: Storia dell'alimentazione in Europa,1993,Laterza,BOOK,none,spanning,Europe,none,none,none,it,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Montanari+La+fame+e+l%27abbondanza%3A+Storia+dell%27alimentazione+in+Europa,https://archive.org/search?query=Montanari+La+fame+e+l%27abbondanza%3A+Storia+dell%27alimentazione+in+Europa,,Montanari La fame e l'abbondanza: Storia dell'alimentazione in Europa,False,v3v4
1402,European Food,spang,Spang,Rebecca,The Invention of the Restaurant: Paris and Modern Gastronomic Culture,2000,Harvard UP,BOOK,none,pre1900,Europe,none,none,none,en,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Spang+The+Invention+of+the+Restaurant%3A+Paris+and+Modern+Gastronomic+Culture,https://archive.org/search?query=Spang+The+Invention+of+the+Restaurant%3A+Paris+and+Modern+Gastronomic+Culture,,Spang The Invention of the Restaurant: Paris and Modern Gastronomic Culture,False,v3v4
1403,European Food,scully,Scully,Terence,The Art of Cookery in the Middle Ages,1995,Boydell,BOOK,none,pre1900,Europe,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Scully+The+Art+of+Cookery+in+the+Middle+Ages,https://archive.org/search?query=Scully+The+Art+of+Cookery+in+the+Middle+Ages,,Scully The Art of Cookery in the Middle Ages,False,v3v4
1404,European Food,laudan,Laudan,Rachel,Cuisine and Empire: Cooking in World History,2013,UC Press,BOOK,none,spanning,Global,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Laudan+Cuisine+and+Empire%3A+Cooking+in+World+History,https://archive.org/search?query=Laudan+Cuisine+and+Empire%3A+Cooking+in+World+History,,Laudan Cuisine and Empire: Cooking in World History,False,v3v4
1405,European Food,ferguson,Ferguson,Priscilla Parkhurst,Accounting for Taste: The Triumph of French Cuisine,2004,U Chicago Press,BOOK,none,spanning,Europe,none,none,none,en,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Ferguson+Accounting+for+Taste%3A+The+Triumph+of+French+Cuisine,https://archive.org/search?query=Ferguson+Accounting+for+Taste%3A+The+Triumph+of+French+Cuisine,,Ferguson Accounting for Taste: The Triumph of French Cuisine,False,v3v4
1406,European Food,escoffier,Escoffier,Auguste,Le Guide Culinaire,1903,Flammarion,BOOK,none,pre1900,Europe,none,none,none,fr,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Escoffier+Le+Guide+Culinaire,https://archive.org/search?query=Escoffier+Le+Guide+Culinaire,,Escoffier Le Guide Culinaire,False,v3v4
1407,European Food,brillat,Brillat-Savarin,Jean Anthelme,Physiologie du goût,1825,Sautelet,BOOK,none,pre1900,Europe,none,none,none,fr,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Brillat-Savarin+Physiologie+du+go%C3%BBt,https://archive.org/search?query=Brillat-Savarin+Physiologie+du+go%C3%BBt,,Brillat-Savarin Physiologie du goût,False,v3v4
1408,European Food,bocuse,Bocuse,Paul,La Cuisine du Marché,1976,Flammarion,BOOK,none,1945_1980,Europe,none,none,none,fr,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Bocuse+La+Cuisine+du+March%C3%A9,https://archive.org/search?query=Bocuse+La+Cuisine+du+March%C3%A9,,Bocuse La Cuisine du Marché,False,v3v4
1409,European Food,nouvelle_eur,Gault,Henri,Gault-Millau: A Guide to the New Cuisine,1973,Gault Millau,REPORT,none,1945_1980,Europe,none,none,none,fr,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Gault+Gault-Millau%3A+A+Guide+to+the+New+Cuisine,https://archive.org/search?query=Gault+Gault-Millau%3A+A+Guide+to+the+New+Cuisine,,Gault Gault-Millau: A Guide to the New Cuisine,False,v3v4
1410,European Food,michelin,Michelin,,Michelin Guide France History 1900-,1900,Michelin,DATASET_DOC,none,spanning,Europe,none,none,none,fr,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Michelin+Michelin+Guide+France+History+1900-,https://archive.org/search?query=Michelin+Michelin+Guide+France+History+1900-,,Michelin Michelin Guide France History 1900-,False,v3v4
1411,European Food,artusi,Artusi,Pellegrino,La scienza in cucina e l'arte di mangiar bene,1891,Self-published,BOOK,none,pre1900,Europe,none,none,none,it,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Artusi+La+scienza+in+cucina+e+l%27arte+di+mangiar+bene,https://archive.org/search?query=Artusi+La+scienza+in+cucina+e+l%27arte+di+mangiar+bene,,Artusi La scienza in cucina e l'arte di mangiar bene,False,v3v4
1412,European Food,slow_food,Petrini,Carlo,Slow Food: The Case for Taste,2001,Columbia UP,BOOK,none,1980_2010,Europe,none,none,none,en,academic,italian,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Petrini+Slow+Food%3A+The+Case+for+Taste,https://archive.org/search?query=Petrini+Slow+Food%3A+The+Case+for+Taste,,Petrini Slow Food: The Case for Taste,False,v3v4
1413,European Food,beeton,Beeton,Isabella,Mrs Beeton's Book of Household Management,1861,S.O. Beeton,BOOK,none,pre1900,Europe,none,none,none,en,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Beeton+Mrs+Beeton%27s+Book+of+Household+Management,https://archive.org/search?query=Beeton+Mrs+Beeton%27s+Book+of+Household+Management,,Beeton Mrs Beeton's Book of Household Management,False,v3v4
1414,European Food,david,David,Elizabeth,French Provincial Cooking,1960,Michael Joseph,BOOK,none,1945_1980,Europe,none,none,none,en,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=David+French+Provincial+Cooking,https://archive.org/search?query=David+French+Provincial+Cooking,,David French Provincial Cooking,False,v3v4
1415,European Food,grigson,Grigson,Jane,Jane Grigson's Vegetable Book,1978,Atheneum,BOOK,none,1945_1980,Europe,none,none,none,en,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=Grigson+Jane+Grigson%27s+Vegetable+Book,https://archive.org/search?query=Grigson+Jane+Grigson%27s+Vegetable+Book,,Grigson Jane Grigson's Vegetable Book,False,v3v4
1416,European Food,inao,INAO,,INAO Appellations d'Origine Methodology,2024,INAO France,DATASET_DOC,none,2020_present,Europe,none,none,none,fr,regulator,french,wine,HIGH,NEEDED,,https://annas-archive.org/search?q=INAO+INAO+Appellations+d%27Origine+Methodology,https://archive.org/search?query=INAO+INAO+Appellations+d%27Origine+Methodology,,INAO INAO Appellations d'Origine Methodology,False,v3v4
1417,European Food,dop,DOP Italy,,Italian DOP/IGP Protected Designations,2024,Italian Ministry,REPORT,none,2020_present,Europe,none,none,none,it,regulator,italian,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=DOP+Italy+Italian+DOP%2FIGP+Protected+Designations,https://archive.org/search?query=DOP+Italy+Italian+DOP%2FIGP+Protected+Designations,,DOP Italy Italian DOP/IGP Protected Designations,False,v3v4
1418,European Food,teuteberg,Teuteberg,Hans Jürgen,European Food History Comparative Approach,1992,Leicester UP,BOOK,none,spanning,Europe,none,none,none,de,academic,none,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Teuteberg+European+Food+History+Comparative+Approach,https://archive.org/search?query=Teuteberg+European+Food+History+Comparative+Approach,,Teuteberg European Food History Comparative Approach,False,v3v4
1419,European Food,bnf,BNF,,Bibliothèque nationale de France Food-Trade Archives,2024,BNF,DATASET_DOC,none,spanning,Europe,none,none,none,fr,academic,none,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=BNF+Biblioth%C3%A8que+nationale+de+France+Food-Trade+Archives,https://archive.org/search?query=BNF+Biblioth%C3%A8que+nationale+de+France+Food-Trade+Archives,,BNF Bibliothèque nationale de France Food-Trade Archives,False,v3v4
1420,French Cuisine,michelin_hist,Harp,Stephen L.,Marketing Michelin: Advertising and Cultural Identity,2001,Johns Hopkins,BOOK,none,1900_1945,Europe,none,none,none,en,academic,french,none,FLAGSHIP,NEEDED,,https://annas-archive.org/search?q=Harp+Marketing+Michelin%3A+Advertising+and+Cultural+Identity,https://archive.org/search?query=Harp+Marketing+Michelin%3A+Advertising+and+Cultural+Identity,,Harp Marketing Michelin: Advertising and Cultural Identity,False,v3v4
1421,French Cuisine,point,Point,Fernand,Ma Gastronomie,1969,Flammarion,BOOK,none,1945_1980,Europe,none,none,none,fr,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Point+Ma+Gastronomie,https://archive.org/search?query=Point+Ma+Gastronomie,,Point Ma Gastronomie,False,v3v4
1422,French Cuisine,careme,Carême,Marie-Antoine,Le Pâtissier royal parisien,1815,Didot,BOOK,none,pre1900,Europe,none,none,none,fr,academic,french,none,HIGH,NEEDED,,https://annas-archive.org/search?q=Car%C3%AAme+Le+P%C3%A2tissier+royal+parisien,https://archive.org/search?query=Car%C3%AAme+Le+P%C3%A2tissier+royal+parisien,,Carême Le Pâtissier royal parisien,False,v3v4
1423,French Cuisine,la_varenne,La Varenne,François Pierre,Le Cuisinier françois,1651,Paris,BOOK,none,pre1900,Europe,none,none,none,fr,academic,french,none,MEDIUM,NEEDED,,https://annas-archive.org/search?q=La+Varenne+Le+Cuisinier+fran%C3%A7ois,https://archive.org/search?query=La+Varenne+Le+Cuisinier+fran%C3%A7ois,,La Varenne Le Cuisinier françois,False,v3v4
